availability,performance,quality,speed,downtime_minutes,shutdown_minutes,machine_issue,trend,current_oee,future_oee,income,loss
78.5,94.23,92.77,15,11,16,0,0,68.62,67.75,4065,1935
72.61,93.48,91.86,15,8,26,0,0,62.35,60.78,3646,2354
69.68,67.99,98.37,9,8,29,0,1,46.61,52.06,3123,2877
69.18,88.07,94.9,14,9,23,1,0,57.82,56.57,3394,2606
87.22,96.29,97.39,12,3,14,0,1,81.79,88.33,5299,701
66.9,57.76,85.6,9,7,27,1,0,33.08,31.75,1904,4096
69.12,70.39,82.46,17,12,30,0,1,40.12,42.03,2521,3479
86.77,90.75,92.45,15,11,2,0,0,72.8,73.24,4394,1606
94.42,100.0,99.9,13,0,8,0,-1,94.32,89.81,5388,612
75.86,99.68,96.57,14,11,21,0,0,73.02,73.44,4406,1594
78.54,51.67,79.04,18,8,18,0,0,32.07,29.51,1770,4230
57.9,97.95,96.46,13,20,30,0,1,54.71,57.44,3446,2554
84.33,72.84,82.62,17,7,15,0,0,50.75,51.88,3113,2887
62.7,36.36,97.31,7,19,28,0,0,22.18,21.05,1262,4738
71.89,89.36,92.1,15,10,29,0,1,59.17,63.84,3830,2170
84.72,70.06,83.85,17,2,20,0,0,49.77,49.88,2992,3008
74.62,99.79,99.46,14,9,20,0,0,74.05,74.86,4491,1509
90.74,100.0,99.62,13,3,4,0,0,90.39,91.39,5483,517
94.33,37.05,97.37,7,1,9,0,1,34.03,40.69,2441,3559
90.15,52.56,99.59,8,3,7,0,-1,47.18,42.57,2554,3446
74.61,71.05,98.68,9,12,14,0,1,52.31,55.26,3315,2685
73.81,55.91,79.16,18,17,13,0,0,32.67,31.67,1899,4101
79.13,83.88,87.64,16,4,28,0,0,58.17,58.44,3506,2494
76.41,99.44,96.32,13,20,3,0,0,73.19,72.17,4330,1670
70.93,99.74,99.67,14,19,13,0,0,70.51,72.44,4346,1654
83.7,91.52,96.5,11,1,22,0,1,73.92,76.3,4578,1422
66.83,96.46,96.97,14,14,30,0,0,62.51,62.36,3741,2259
89.62,82.49,97.35,10,11,3,0,0,71.97,71.8,4308,1692
79.18,73.49,81.22,17,11,17,0,1,47.27,53.39,3203,2797
87.86,70.14,82.24,17,11,1,0,1,50.68,52.61,3156,2844
59.3,78.16,90.93,10,3,30,1,-1,42.15,36.14,2168,3832
81.06,96.9,97.87,14,2,21,0,0,76.87,75.42,4525,1475
66.31,83.94,96.92,10,20,20,0,0,53.94,54.12,3247,2753
98.48,83.26,90.51,16,0,1,0,1,74.21,80.7,4841,1159
79.72,81.5,99.23,10,4,25,0,0,64.47,66.01,3960,2040
94.13,84.34,88.83,16,6,2,0,0,70.52,70.86,4251,1749
82.97,95.14,92.66,15,6,18,0,0,73.14,73.1,4385,1615
86.86,83.68,99.69,10,7,10,0,0,72.45,72.12,4327,1673
80.96,70.85,98.34,9,19,0,0,0,56.41,56.04,3362,2638
92.54,89.59,100.0,11,4,4,0,0,82.91,84.29,5057,943
73.75,93.33,93.44,15,8,25,0,-1,64.31,61.38,3682,2318
96.02,69.82,81.63,17,0,4,0,-1,54.72,51.83,3109,2891
76.02,86.77,97.13,10,18,10,0,0,64.08,64.31,3858,2142
75.82,30.0,89.04,7,5,8,1,1,20.25,21.23,1273,4727
75.52,53.76,78.23,18,13,16,0,0,31.76,32.53,1951,4049
88.72,54.46,99.66,8,2,15,0,0,48.15,48.79,2927,3073
79.05,96.17,95.58,14,11,16,0,0,72.65,70.62,4237,1763
86.48,80.25,86.96,16,3,14,0,1,60.36,64.38,3862,2138
83.28,83.05,90.62,16,1,23,0,1,62.68,66.79,4007,1993
78.51,69.12,83.2,17,16,9,0,-1,45.16,41.49,2489,3511
86.99,32.97,98.15,7,1,15,0,-1,28.15,21.1,1265,4735
88.07,99.07,97.0,13,3,15,0,0,84.63,85.64,5138,862
82.88,52.27,79.06,18,14,2,0,1,34.25,39.86,2391,3609
79.8,93.92,95.9,12,19,4,0,-1,71.87,69.62,4177,1823
67.26,93.13,97.42,11,19,20,0,0,61.02,62.61,3756,2244
66.12,84.87,86.44,16,17,22,0,-1,48.51,45.95,2757,3243
77.87,87.29,87.58,16,16,9,0,-1,59.53,56.14,3368,2632
85.06,80.75,85.87,16,13,3,0,-1,58.98,54.41,3264,2736
64.89,53.6,98.17,8,20,20,0,0,34.15,34.59,2075,3925
86.91,88.14,94.63,15,6,13,0,0,72.49,73.54,4412,1588
85.42,97.72,98.82,14,7,13,0,0,82.49,84.71,5082,918
77.1,96.62,98.65,12,14,12,0,0,73.49,72.68,4360,1640
89.8,100.0,93.97,13,3,10,0,0,84.39,84.65,5078,922
75.23,98.47,100.0,13,10,21,0,1,74.08,78.06,4683,1317
85.47,71.46,98.54,9,15,2,0,0,60.19,60.53,3631,2369
96.24,57.86,98.5,8,2,2,0,0,54.85,54.55,3273,2727
80.62,98.6,97.59,13,3,23,0,0,77.58,78.52,4711,1289
71.79,53.88,77.71,18,11,25,0,1,30.06,31.91,1914,4086
59.38,33.82,96.12,7,18,30,0,0,19.31,17.83,1070,4930
78.64,92.23,94.93,15,17,10,0,0,68.86,69.83,4189,1811
87.59,75.42,83.4,17,3,13,0,-1,55.09,53.19,3191,2809
70.19,72.03,84.13,17,13,27,0,1,42.54,48.82,2929,3071
79.31,38.25,96.92,7,9,19,0,-1,29.4,26.68,1600,4400
71.33,55.44,98.81,8,18,16,0,1,39.07,43.37,2602,3398
82.9,73.42,82.86,17,15,7,0,1,50.43,54.6,3276,2724
74.35,96.18,96.86,12,17,11,0,0,69.27,68.59,4115,1885
77.34,55.06,98.33,8,8,18,0,1,41.88,44.3,2658,3342
67.86,100.0,99.39,13,17,24,0,1,67.45,71.62,4297,1703
65.97,86.01,86.77,16,20,17,0,1,49.23,50.73,3043,2957
89.71,72.44,84.57,17,8,0,0,-1,54.95,52.77,3166,2834
69.28,57.87,77.31,18,9,29,0,1,30.99,34.29,2057,3943
75.6,36.18,97.19,7,5,27,0,-1,26.59,24.08,1444,4556
87.61,70.62,82.3,17,12,2,0,0,50.91,51.56,3093,2907
81.74,69.58,98.55,9,20,0,0,-1,56.05,54.0,3239,2761
79.15,86.64,86.73,15,6,12,1,-1,59.47,55.2,3311,2689
88.23,100.0,98.58,12,5,11,0,0,86.98,88.07,5284,716
73.57,94.89,98.22,11,10,24,0,0,68.57,68.59,4115,1885
78.37,86.86,88.75,16,19,2,0,0,60.42,59.02,3541,2459
93.05,31.0,98.94,7,4,5,0,1,28.54,34.44,2066,3934
95.33,34.19,96.41,7,2,8,0,-1,31.42,29.13,1747,4253
74.64,100.0,99.52,13,15,19,0,-1,74.28,71.86,4311,1689
79.05,96.17,98.84,11,6,24,0,-1,75.14,70.21,4212,1788
84.4,98.88,100.0,12,13,3,0,0,83.46,84.31,5058,942
71.57,93.92,94.21,11,18,15,0,1,63.32,67.13,4027,1973
94.68,92.39,100.0,11,1,7,0,0,87.48,89.05,5342,658
80.19,99.1,98.29,13,19,1,0,-1,78.11,75.32,4519,1481
75.5,94.05,98.94,11,6,24,0,1,70.26,72.0,4320,1680
84.38,94.44,97.95,11,9,10,0,1,78.05,80.99,4859,1141
82.73,97.81,97.69,14,13,5,0,-1,79.04,75.78,4546,1454
81.53,89.7,92.26,15,7,16,0,-1,67.48,62.96,3777,2223
87.51,72.16,84.31,17,11,2,0,-1,53.24,49.0,2940,3060
89.17,54.3,76.85,18,1,13,0,0,37.2,35.91,2154,3846
66.59,34.09,97.38,7,14,29,0,-1,22.1,18.87,1131,4869
72.85,96.5,98.86,12,18,13,0,-1,69.5,63.42,3805,2195
71.18,60.39,78.52,18,20,13,0,-1,33.75,29.59,1775,4225
78.88,98.33,99.37,13,0,30,0,0,77.08,76.53,4591,1409
80.11,97.56,100.0,12,5,25,0,0,78.15,78.97,4737,1263
68.39,79.94,87.58,16,14,26,0,1,47.89,53.49,3209,2791
88.82,100.0,99.87,12,2,13,0,0,88.71,88.64,5318,682
81.34,53.15,100.0,8,7,13,0,1,43.24,47.32,2839,3161
92.46,96.05,96.33,15,2,12,0,-1,85.55,79.9,4794,1206
87.32,52.66,78.33,18,10,7,0,0,36.02,34.92,2095,3905
92.69,97.12,97.18,12,5,2,0,0,87.48,88.31,5298,702
76.24,93.24,94.83,15,20,3,0,1,67.41,71.02,4261,1739
83.07,84.19,97.2,10,11,11,0,-1,67.98,63.55,3813,2187
91.71,70.58,81.74,17,4,7,0,-1,52.92,49.62,2977,3023
91.3,95.26,97.04,11,6,5,0,1,84.4,89.27,5356,644
94.45,69.38,81.6,17,2,5,0,0,53.47,52.8,3168,2832
71.84,66.96,82.09,17,15,14,0,1,39.49,44.96,2697,3303
70.51,86.58,87.42,16,14,21,0,0,53.37,53.75,3225,2775
66.21,79.54,89.15,16,20,20,0,-1,46.95,41.22,2473,3527
69.87,100.0,97.57,12,20,10,0,0,68.18,68.46,4107,1893
83.75,71.86,95.72,9,14,2,0,0,57.61,58.36,3501,2499
71.32,100.0,97.2,14,14,20,0,0,69.33,69.68,4181,1819
80.43,96.5,97.74,11,8,18,0,-1,75.85,74.3,4457,1543
91.85,95.39,91.92,15,2,9,0,-1,80.54,77.43,4646,1354
91.44,35.7,97.83,7,1,11,0,-1,31.94,26.83,1609,4391
62.4,54.09,96.67,8,20,27,0,0,32.63,33.58,2015,3985
69.01,57.95,97.09,8,19,19,0,1,38.83,42.63,2557,3443
71.59,97.27,98.96,14,18,17,0,0,68.91,68.72,4123,1877
89.69,52.7,78.13,18,1,14,0,-1,36.93,28.3,1698,4302
77.61,85.35,88.7,16,20,6,0,0,58.76,60.28,3616,2384
69.08,100.0,99.4,12,19,15,0,1,68.66,72.43,4345,1655
85.6,32.99,96.76,7,14,3,0,1,27.32,31.96,1917,4083
88.63,97.68,98.53,12,2,16,0,0,85.31,84.74,5084,916
91.43,71.06,80.95,17,5,1,0,0,52.59,54.58,3274,2726
77.57,84.01,99.9,10,14,14,0,-1,65.1,60.15,3609,2391
87.7,86.34,89.1,16,5,11,0,1,67.47,71.25,4274,1726
78.72,92.99,96.3,11,12,13,0,0,70.49,72.9,4374,1626
82.57,99.4,98.11,12,19,1,0,1,80.53,85.47,5128,872
88.99,68.72,83.5,17,10,2,0,-1,51.06,47.59,2855,3145
78.84,91.08,92.38,15,12,9,0,1,66.33,71.23,4273,1727
62.83,68.11,84.62,17,19,27,0,0,36.21,35.74,2144,3856
86.67,68.41,97.12,9,10,2,0,0,57.58,58.62,3517,2483
73.42,78.14,87.32,16,4,29,0,-1,50.1,47.25,2834,3166
84.58,73.51,80.2,17,12,4,0,1,49.86,53.85,3231,2769
79.39,55.9,97.24,8,9,17,0,-1,43.15,39.68,2380,3620
81.98,96.24,98.09,12,4,21,0,0,77.39,77.83,4669,1331
81.16,54.59,78.92,18,16,2,0,-1,34.96,30.53,1831,4169
77.37,95.9,99.74,13,16,11,0,-1,74.01,71.6,4295,1705
71.94,91.38,97.57,11,5,30,0,0,64.14,63.36,3801,2199
68.17,84.21,96.2,10,10,30,0,0,55.22,54.82,3289,2711
88.96,97.14,95.73,14,6,7,0,1,82.73,89.05,5342,658
92.04,72.59,96.1,9,2,9,0,0,64.2,65.9,3954,2046
66.1,58.64,99.16,8,16,24,0,0,38.43,38.99,2339,3661
85.1,93.08,90.05,15,16,1,0,1,71.33,74.86,4491,1509
82.62,86.24,85.07,16,4,19,0,0,60.61,60.75,3645,2355
92.36,100.0,96.7,13,4,5,0,0,89.31,90.59,5435,565
63.31,72.36,96.94,9,19,25,0,1,44.41,50.87,3052,2948
75.89,51.3,70.3,18,14,1,1,-1,27.37,24.3,1457,4543
82.71,70.52,85.24,17,7,14,0,0,49.72,49.25,2954,3046
72.94,83.35,86.3,16,9,24,0,-1,52.47,47.82,2869,3131
80.54,97.19,97.11,14,7,17,0,-1,76.01,72.95,4376,1624
85.76,98.04,97.73,14,6,11,0,0,82.17,82.2,4931,1069
72.35,70.19,83.52,17,18,14,0,0,42.41,42.34,2540,3460
72.67,100.0,97.64,14,9,24,0,0,70.95,71.73,4304,1696
74.62,99.46,97.11,13,16,16,0,-1,72.07,69.05,4143,1857
73.52,69.98,99.02,9,6,25,0,1,50.94,54.59,3275,2725
82.1,91.45,99.01,11,1,20,0,0,74.34,71.97,4318,1682
78.01,99.63,97.74,14,11,17,0,0,75.97,75.8,4547,1453
67.65,53.27,100.0,8,16,27,0,0,36.04,35.18,2110,3890
90.39,54.35,97.53,8,9,2,0,0,47.91,48.52,2911,3089
83.34,68.91,98.77,9,8,14,0,0,56.73,57.7,3461,2539
78.52,91.41,95.1,15,4,26,0,0,68.26,67.12,4027,1973
77.91,100.0,99.58,13,2,30,0,-1,77.58,72.16,4329,1671
66.73,100.0,95.25,14,11,29,0,0,63.56,62.77,3766,2234
87.69,36.29,100.0,7,13,1,0,1,31.82,35.7,2142,3858
85.6,96.75,98.88,12,7,12,0,1,81.89,87.47,5248,752
92.32,99.99,99.35,12,7,0,0,-1,91.71,90.13,5407,593
70.42,58.66,99.38,8,20,10,0,0,41.05,40.28,2416,3584
96.23,68.57,96.79,9,4,1,0,0,63.86,64.57,3874,2126
71.21,93.45,97.57,11,15,22,0,-1,64.93,57.49,3449,2551
74.72,54.95,77.72,18,15,14,0,0,31.92,31.59,1895,4105
82.56,79.39,87.18,16,0,28,0,0,57.14,56.27,3376,2624
96.83,58.9,96.84,8,0,8,0,1,55.23,58.1,3485,2515
62.94,70.72,96.4,9,17,30,0,0,42.91,42.63,2557,3443
72.65,55.49,78.17,18,19,16,0,0,31.51,31.67,1899,4101
80.03,100.0,98.98,13,3,24,0,0,79.21,78.07,4684,1316
88.45,90.31,95.04,11,7,9,0,0,75.92,76.63,4597,1403
92.96,55.57,100.0,8,1,7,0,-1,51.66,47.33,2839,3161
82.65,82.28,88.04,16,14,2,0,-1,59.88,57.13,3427,2573
70.01,100.0,98.15,14,19,17,0,1,68.72,69.94,4196,1804
75.02,91.61,92.58,15,18,7,0,0,63.62,63.0,3780,2220
89.65,55.55,79.6,18,4,9,0,-1,39.64,36.02,2161,3839
75.2,78.01,83.97,16,11,7,1,0,49.26,50.4,3024,2976
83.82,81.75,89.65,16,13,5,0,0,61.43,62.5,3749,2251
89.44,71.2,81.23,17,2,16,0,1,51.73,58.08,3484,2516
75.23,52.97,97.46,8,16,17,0,0,38.84,39.25,2355,3645
72.02,90.84,94.68,15,16,17,0,1,61.94,66.34,3980,2020
85.29,96.39,95.68,14,1,20,0,-1,78.66,75.37,4522,1478
75.9,97.02,96.36,12,8,23,0,1,70.96,73.86,4431,1569
86.48,56.15,100.0,8,11,7,0,0,48.56,47.22,2833,3167
78.65,58.59,79.06,18,20,3,0,-1,36.43,31.11,1866,4134
85.66,57.46,76.55,18,10,4,0,0,37.68,39.31,2358,3642
78.12,34.93,97.22,7,11,17,0,0,26.53,26.18,1571,4429
75.61,97.87,98.12,12,20,5,0,1,72.61,75.8,4547,1453
68.87,67.83,80.31,17,14,22,0,0,37.51,36.16,2169,3831
75.71,98.56,98.6,14,20,5,0,0,73.57,73.7,4422,1578
84.78,74.81,95.48,9,2,22,0,0,60.56,59.53,3571,2429
93.46,96.74,100.0,14,1,9,0,0,90.42,91.61,5496,504
83.16,82.67,96.78,10,1,25,0,0,66.53,66.61,3996,2004
89.63,82.19,97.89,10,1,10,0,1,72.12,77.78,4666,1334
70.56,95.78,96.41,15,12,26,0,0,65.15,64.75,3884,2116
79.69,92.6,93.65,15,15,8,0,1,69.11,68.73,4123,1877
87.37,75.29,81.99,17,6,9,0,1,53.93,56.96,3417,2583
72.17,34.91,99.26,7,20,10,0,0,25.01,25.21,1512,4488
78.59,92.65,98.64,11,3,25,0,-1,71.82,68.76,4125,1875
66.78,100.0,98.67,13,14,28,0,0,65.89,66.99,4019,1981
87.28,99.8,100.0,13,10,5,0,0,87.11,88.0,5280,720
75.37,98.79,98.22,14,15,11,0,0,73.13,72.51,4350,1650
75.54,90.52,92.83,15,8,25,0,0,63.48,62.67,3760,2240
84.88,52.49,97.81,8,13,2,0,-1,43.58,39.3,2357,3643
78.33,70.45,98.03,9,17,9,0,0,54.1,52.92,3175,2825
98.14,100.0,98.24,12,3,2,0,-1,96.41,94.12,5647,353
70.01,84.81,92.79,11,9,14,1,-1,55.09,50.46,3027,2973
77.14,100.0,98.48,13,5,22,0,-1,75.97,72.33,4339,1661
81.72,98.4,96.33,14,1,23,0,0,77.46,79.23,4753,1247
72.07,99.21,96.63,12,19,13,0,0,69.09,70.22,4213,1787
63.43,94.88,95.89,11,20,25,0,-1,57.71,54.57,3273,2727
70.25,52.38,98.75,8,20,12,0,-1,36.34,32.54,1952,4048
71.71,51.6,77.1,18,5,30,0,-1,28.53,27.48,1648,4352
87.1,84.37,88.51,16,14,1,0,0,65.04,65.32,3919,2081
92.72,69.06,94.68,9,2,7,0,0,60.63,61.74,3704,2296
81.9,69.54,81.5,17,11,11,0,1,46.42,49.66,2979,3021
87.75,81.46,84.06,16,1,19,0,1,60.09,62.18,3730,2270
79.53,98.73,100.0,14,11,11,0,0,78.52,77.16,4629,1371
87.21,96.95,95.57,14,2,18,0,-1,80.8,78.68,4721,1279
81.99,99.86,97.61,12,12,10,0,0,79.91,82.35,4940,1060
89.81,68.25,80.23,17,8,7,0,0,49.18,49.3,2957,3043
85.39,53.18,98.1,8,0,23,0,0,44.55,44.19,2651,3349
72.46,71.08,99.28,9,15,16,0,-1,51.13,49.71,2982,3018
91.34,92.9,94.4,15,3,8,0,0,80.11,80.29,4817,1183
84.14,91.92,98.22,11,14,6,0,1,75.96,82.77,4966,1034
79.86,91.3,98.78,11,15,6,0,0,72.02,70.19,4211,1789
76.01,55.4,95.77,8,4,27,0,0,40.33,40.42,2425,3575
84.51,57.37,97.84,8,14,5,0,0,47.43,48.43,2905,3095
85.32,55.4,78.97,18,14,2,0,0,37.33,36.96,2217,3783
74.89,72.1,82.29,17,10,21,0,-1,44.43,40.68,2440,3560
69.4,56.52,99.19,8,17,17,0,0,38.91,39.69,2381,3619
72.94,93.18,99.51,11,9,27,0,0,67.63,66.93,4015,1985
76.36,72.03,98.57,9,20,5,0,0,54.22,53.4,3203,2797
79.13,95.28,96.97,12,16,7,0,0,73.11,71.33,4279,1721
75.75,52.16,96.75,8,6,25,0,0,38.23,37.59,2255,3745
77.51,69.81,95.74,9,7,25,0,1,51.81,54.63,3277,2723
69.96,97.29,99.49,12,17,18,0,0,67.72,67.13,4027,1973
67.65,99.05,98.5,12,14,25,0,0,66.0,66.14,3968,2032
86.03,92.82,91.43,15,4,19,0,0,73.01,73.04,4382,1618
91.51,55.68,99.8,8,2,9,0,1,50.85,55.22,3313,2687
75.03,54.15,78.6,18,15,16,0,1,31.93,34.85,2091,3909
81.43,99.27,97.69,13,18,2,0,0,78.97,80.77,4846,1154
76.51,70.53,95.98,9,10,20,0,0,51.79,52.01,3120,2880
74.91,59.59,98.57,8,14,14,0,0,44.0,44.38,2662,3338
77.01,73.07,81.53,17,16,11,0,-1,45.88,44.78,2686,3314
67.07,90.94,93.11,15,20,18,0,0,56.79,56.98,3418,2582
88.39,69.74,96.47,9,4,13,0,0,59.47,59.17,3549,2451
80.71,93.24,90.95,15,1,26,0,0,68.44,67.19,4031,1969
81.22,57.1,96.29,8,16,4,0,0,44.66,44.68,2680,3320
80.87,83.77,95.34,11,5,5,1,-1,64.59,60.91,3654,2346
83.5,50.37,79.29,18,7,11,0,0,33.35,32.52,1951,4049
73.29,92.56,92.31,15,9,27,0,0,62.62,62.46,3747,2253
86.73,56.04,98.48,8,8,6,0,0,47.87,48.04,2882,3118
74.13,71.56,85.14,17,17,8,0,-1,45.17,41.19,2471,3529
70.98,91.9,96.96,11,19,17,0,-1,63.25,58.91,3534,2466
82.82,71.16,83.48,17,5,18,0,0,49.2,49.18,2951,3049
92.84,83.84,86.54,16,4,5,0,-1,67.35,64.02,3841,2159
75.0,53.89,79.5,18,19,10,0,0,32.13,31.64,1898,4102
79.63,82.28,85.34,16,1,26,0,0,55.91,56.39,3383,2617
94.19,35.03,97.77,7,2,1,0,0,32.26,31.93,1915,4085
77.1,70.1,83.47,17,18,8,0,0,45.11,44.23,2653,3347
77.47,73.81,83.88,17,6,24,0,-1,47.96,43.26,2595,3405
80.01,83.15,87.75,16,20,0,0,1,58.38,62.59,3755,2245
74.62,68.0,81.17,17,17,9,0,0,41.19,41.35,2480,3520
80.55,67.26,83.98,17,9,15,0,-1,45.5,43.33,2600,3400
80.42,71.4,81.1,17,12,9,0,-1,46.56,40.96,2457,3543
94.93,54.75,77.4,18,1,5,0,0,40.23,39.05,2342,3658
75.9,98.74,97.93,14,13,15,0,-1,73.39,69.72,4183,1817
76.44,99.18,99.77,12,19,4,0,0,75.63,76.11,4566,1434
75.45,95.35,96.54,12,10,23,0,0,69.46,69.07,4143,1857
83.75,97.58,97.08,12,12,4,0,1,79.33,83.67,5019,981
83.31,94.46,94.64,15,17,3,0,0,74.47,74.01,4440,1560
82.41,99.19,99.94,12,7,14,0,0,81.7,80.59,4835,1165
81.65,54.7,95.91,8,8,14,0,0,42.83,43.42,2605,3395
93.22,82.22,97.99,10,4,3,0,-1,75.11,72.69,4361,1639
72.38,100.0,98.21,13,19,13,0,0,71.08,72.08,4324,1676
75.15,80.85,96.89,10,5,26,0,-1,58.87,56.75,3405,2595
81.73,77.49,76.01,16,10,6,1,0,48.13,47.94,2876,3124
74.25,71.0,97.14,9,15,16,0,0,51.2,48.3,2898,3102
67.67,99.0,97.19,14,15,28,0,1,65.11,69.41,4164,1836
78.79,34.09,98.24,7,2,30,0,1,26.39,30.53,1831,4169
88.3,100.0,97.81,14,7,6,0,1,86.37,90.13,5408,592
91.59,37.78,96.3,7,1,9,0,0,33.32,33.81,2028,3972
60.42,96.34,97.83,14,19,28,0,0,56.94,58.61,3516,2484
77.37,66.02,83.09,17,15,9,0,1,42.45,47.54,2852,3148
82.65,54.71,99.13,8,13,4,0,0,44.82,43.63,2617,3383
72.91,91.36,100.0,11,11,24,0,0,66.61,67.27,4036,1964
85.51,100.0,97.14,13,11,1,0,1,83.07,86.87,5211,789
80.31,82.7,85.53,16,17,6,0,-1,56.81,54.86,3291,2709
90.88,92.06,98.15,11,2,12,0,1,82.11,85.99,5159,841
71.99,92.3,93.47,15,8,26,0,-1,62.1,57.99,3479,2521
79.85,67.45,83.62,17,19,3,0,-1,45.03,43.4,2603,3397
80.8,55.34,95.47,8,12,11,0,1,42.69,48.06,2883,3117
61.45,96.79,100.0,12,17,30,0,0,59.48,60.73,3643,2357
93.99,95.21,98.12,12,4,6,0,-1,87.8,83.51,5010,990
84.97,100.0,97.63,13,16,1,0,-1,82.96,83.28,4996,1004
70.38,71.38,97.22,9,10,25,0,0,48.84,49.35,2960,3040
73.06,100.0,98.67,14,16,14,0,0,72.08,70.38,4222,1778
61.41,72.84,99.77,9,19,28,0,1,44.63,47.83,2869,3131
74.9,97.74,98.04,12,19,10,0,0,71.77,71.5,4289,1711
78.29,71.95,97.85,9,12,19,0,0,55.12,53.52,3211,2789
77.33,53.78,80.36,18,9,18,0,-1,33.42,30.1,1806,4194
74.27,92.37,92.22,15,17,15,0,0,63.27,61.68,3701,2299
78.23,58.69,76.15,18,18,9,0,0,34.96,33.84,2030,3970
92.63,97.55,98.42,14,0,11,0,0,88.93,89.94,5396,604
86.81,100.0,100.0,12,3,13,0,0,86.81,86.69,5201,799
74.81,83.74,89.39,16,9,25,0,0,56.0,58.2,3492,2508
80.29,57.29,76.59,18,20,0,0,0,35.23,35.26,2115,3885
81.46,80.53,88.35,16,15,8,0,1,57.96,63.29,3797,2203
77.43,81.78,87.25,16,18,7,0,0,55.25,56.67,3400,2600
86.78,56.62,77.41,18,1,18,0,0,38.03,37.26,2235,3765
84.95,100.0,96.63,14,5,16,0,1,82.08,86.02,5161,839
86.04,81.15,87.86,16,12,4,0,0,61.35,61.1,3666,2334
91.86,70.48,82.39,17,7,1,0,-1,53.34,50.52,3031,2969
92.71,53.99,78.12,18,3,6,0,-1,39.1,37.09,2225,3775
83.89,99.72,97.73,12,13,4,0,0,81.76,81.92,4915,1085
85.15,100.0,98.84,13,6,13,0,1,84.16,87.99,5279,721
67.63,85.34,88.97,16,15,27,0,0,51.35,52.16,3129,2871
82.13,52.82,79.82,18,1,22,0,0,34.63,34.13,2048,3952
78.79,69.01,97.12,9,16,6,0,1,52.8,58.47,3507,2493
72.54,72.7,82.78,17,15,16,0,0,43.66,43.34,2600,3400
67.26,96.64,98.18,13,10,30,0,-1,63.82,60.49,3629,2371
80.63,94.8,95.55,15,10,17,0,-1,73.03,68.93,4135,1865
62.08,55.2,78.23,18,20,25,0,0,26.81,26.76,1605,4395
79.08,55.97,80.01,18,8,19,0,0,35.41,35.78,2146,3854
69.46,97.17,96.85,14,6,30,0,0,65.37,65.34,3920,2080
79.73,84.44,98.33,10,8,17,0,0,66.2,67.46,4047,1953
69.21,93.02,99.72,11,7,30,0,1,64.2,69.99,4199,1801
75.01,91.36,97.77,11,9,22,0,-1,67.0,65.68,3940,2060
78.69,54.65,76.01,18,15,10,0,-1,32.69,28.71,1722,4278
84.24,94.76,92.85,15,8,9,0,0,74.13,73.02,4381,1619
67.06,56.87,95.44,8,18,21,0,0,36.4,39.04,2342,3658
67.94,94.27,94.02,15,12,28,0,1,60.21,66.32,3979,2021
72.5,91.46,90.02,12,4,9,1,0,59.69,60.29,3617,2383
70.17,33.95,98.74,7,9,30,0,1,23.52,25.52,1531,4469
71.62,97.12,99.2,12,14,20,0,0,69.0,67.14,4028,1972
80.87,93.92,100.0,11,15,6,0,-1,75.95,72.66,4359,1641
72.19,89.19,89.41,15,8,29,0,1,57.57,62.66,3759,2241
93.89,95.16,95.94,11,4,3,0,1,85.72,90.7,5441,559
88.51,83.82,85.64,16,7,7,0,0,63.54,64.9,3893,2107
76.76,32.84,100.0,7,16,7,0,-1,25.21,20.31,1218,4782
85.14,36.98,97.12,7,3,13,0,1,30.58,34.6,2075,3925
82.55,100.0,98.74,14,3,21,0,0,81.51,81.45,4886,1114
79.31,69.02,98.35,9,0,30,0,1,53.84,59.07,3544,2456
72.86,69.42,99.5,9,13,20,0,0,50.33,50.04,3002,2998
72.14,97.62,97.91,14,15,20,0,1,68.95,72.24,4334,1666
82.02,94.66,97.8,11,10,9,0,0,75.93,75.41,4524,1476
75.67,71.0,82.1,17,1,29,0,0,44.11,43.14,2588,3412
55.71,45.29,91.27,8,20,18,1,0,23.03,24.0,1439,4561
67.12,82.48,96.76,10,17,23,0,0,53.57,54.25,3255,2745
78.49,57.41,77.34,18,1,29,0,-1,34.85,28.82,1729,4271
62.65,88.95,92.28,13,5,29,1,-1,51.42,45.06,2703,3297
80.04,100.0,96.04,13,15,5,0,0,76.87,75.27,4516,1484
64.77,49.25,68.07,18,9,28,1,1,21.71,22.12,1326,4674
70.79,90.71,97.41,11,18,19,0,1,62.55,64.81,3888,2112
78.62,96.37,99.57,12,9,14,0,-1,75.44,70.24,4214,1786
72.8,89.22,94.4,15,16,15,0,1,61.32,67.97,4078,1922
61.67,68.31,93.16,9,16,14,1,-1,39.25,37.72,2262,3738
87.91,55.38,100.0,8,10,5,0,0,48.69,49.71,2982,3018
71.93,51.84,76.59,18,14,20,0,-1,28.56,24.97,1497,4503
83.53,67.85,98.61,9,0,23,0,0,55.89,56.6,3396,2604
79.29,99.56,98.46,12,9,18,0,1,77.72,81.6,4895,1105
80.81,88.0,97.21,10,5,19,0,0,69.12,69.15,4149,1851
67.19,70.11,81.36,17,12,26,0,-1,38.32,34.75,2084,3916
86.04,100.0,98.44,12,2,12,0,1,84.7,88.6,5316,684
84.5,71.6,97.09,9,4,15,0,1,58.74,61.63,3697,2303
94.62,84.97,98.77,10,0,8,0,0,79.41,80.23,4813,1187
